link,title,item_no,image_list,description,compatibility_list,variants
https://eurolub.com/en/trennmittel-t25-p4291/,Release Agent T25,535XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/494659_535xxx.png'],"['<p>Molding and releasing fluid for the production of exposed concrete and paperhanger beton areas, concrete areas in in-situ constructions and ceiling elements.</p>']",[],"[{'sku': '535020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/260337_535020.png', 'name': '20 L'}, {'sku': '535060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/841338_535060.png', 'name': '60 L'}, {'sku': '535208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/747985_535208.png', 'name': '208 L'}, {'sku': '535100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/494724_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/clp-iso-vg-150-p4189/,CLP ISO-VG 150,414XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/564384_414xxx.png'],"['<p>Developed for lubricating heavy-duty industrial gears, improved by EP additives and corrosion inhibitors.</p>']","['<li>AIST 224</li>', '<li>AGMA 9005 E02 (EP)</li>']","[{'sku': '414020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/451319_414020.png', 'name': '20 L'}, {'sku': '414060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/197543_414060.png', 'name': '60 L'}, {'sku': '414208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/278109_414208.png', 'name': '208 L'}, {'sku': '414100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/287421_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/melkmaschinenoel-10w-30-p4281/,Milking Machine Oil 10W-30,520XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/829301_520xxx.png'],['<p>Milking machine oil is a special hydraulic fluid that has proven to be useful across a wide range of applications.</p>'],[],"[{'sku': '520020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/527336_520020.png', 'name': '20 L'}, {'sku': '520060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/72560_520060.png', 'name': '60 L'}, {'sku': '520208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/778181_520208.png', 'name': '208 L'}]"
https://eurolub.com/en/gleit-und-bettbahnoel-cglp-iso-vg-220-p4040/,Slide and Bedway Oil CGLP ISO VG 220,352XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/146121_352xxx.png'],['<p>CGLP sets itself apart by its good lubricating and sliding properties as well as its exceptional adhesive power.</p>'],[],"[{'sku': '352020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/967753_352020.png', 'name': '20 L'}, {'sku': '352060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/707582_352060.png', 'name': '60 L'}, {'sku': '352208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/890778_352208.png', 'name': '208 L'}, {'sku': '352100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/723537_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/gatteroel-haftoel-spezial-iso-vg-220-p4048/,Saw Guide Oil – Special ISO VG 220,357XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/937366_357xxx.png'],['<p>A highly stringy and adhesive lubricating oil which forms stable and pressure-resistant lubricating films. Vertical guides and sliding surfaces can be lubricated properly as the lubricating film will not tear off.</p>'],[],"[{'sku': '357020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/57953_357020.png', 'name': '20 L'}, {'sku': '357060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/536789_357060.png', 'name': '60 L'}, {'sku': '357208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/761949_357208.png', 'name': '208 L'}]"
https://eurolub.com/en/clp-iso-vg-460-p4202/,CLP ISO-VG 460,417XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/193346_417xxx.png'],"['<p>Developed for lubricating heavy-duty industrial gears, improved by EP additives and corrosion inhibitors.</p>']","['<li>AIST 224</li>', '<li>AGMA 9005 E02 (EP)</li>']","[{'sku': '417020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/37357_417020.png', 'name': '20 L'}, {'sku': '417060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/243041_417060.png', 'name': '60 L'}, {'sku': '417208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/345074_417208.png', 'name': '208 L'}]"
https://eurolub.com/en/gatteroel-haftoel-spezial-iso-vg-320-p4044/,Saw Guide Oil – Special ISO VG 320,353XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/850814_353xxx.png'],['<p>A highly stringy and adhesive lubricating oil which forms stable and pressure-resistant lubricating films. Vertical guides and sliding surfaces can be lubricated properly as the lubricating film will not tear off.</p>'],[],"[{'sku': '353020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/338709_353020.png', 'name': '20 L'}, {'sku': '353060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/201652_353060.png', 'name': '60 L'}, {'sku': '353208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/941853_353208.png', 'name': '208 L'}]"
https://eurolub.com/en/clp-iso-vg-100-p4184/,CLP ISO-VG 100,413XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/62161_413xxx.png'],"['<p>Developed for lubricating heavy-duty industrial gears, improved by EP additives and corrosion inhibitors.</p>']","['<li>AIST 224</li>', '<li>AGMA 9005 E02 (EP)</li>']","[{'sku': '413020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/585962_413020.png', 'name': '20 L'}, {'sku': '413060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/197386_413060.png', 'name': '60 L'}, {'sku': '413208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/569704_413208.png', 'name': '208 L'}, {'sku': '413100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/859728_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/gatteroel-haftoel-spezial-iso-vg-460-p4052/,Saw Guide Oil – Special ISO VG 460,361XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/689208_361xxx.png'],['<p>A highly stringy and adhesive lubricating oil which forms stable and pressure-resistant lubricating films. Vertical guides and sliding surfaces can be lubricated properly as the lubricating film will not tear off.</p>'],[],"[{'sku': '361020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/32429_361020.png', 'name': '20 L'}, {'sku': '361060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/531606_361060.png', 'name': '60 L'}, {'sku': '361208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/167333_361208.png', 'name': '208 L'}]"
https://eurolub.com/en/schneidoel-ms2-p4343/,Cutting Oil MS2,620XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/2285_620xxx.png'],"['<p>Multi-purpose cutting oil for processing non-ferrous metal, cast iron, and steel.</p>']",[],"[{'sku': '620020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/162716_620020.png', 'name': '20 L'}, {'sku': '620060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/469440_620060.png', 'name': '60 L'}, {'sku': '620208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/683408_620208.png', 'name': '208 L'}]"
https://eurolub.com/en/euromix-2-taktc2ae-geraetebenzin-p4493/,EUROFUEL 2-STROKE® Equipment Petrol,870XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/823958_870xxx.png'],['<p>EuroMix 2-Takt Engine Fuel is a clean 2-stroke fuel which is used in the forest sector and the garden area and provides healthy workplace and clean environment.</p>'],[],"[{'sku': '870005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/504289_870005.png', 'name': '5 L'}, {'sku': '870020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/314630_870020.png', 'name': '20 L'}, {'sku': '870060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/39650_870060.png', 'name': '60 L'}, {'sku': '870200', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/815418_870200.png', 'name': '200 L'}]"
https://eurolub.com/en/eurofuel-4-taktc2ae-geraetebenzin-p4497/,EUROFUEL 4-STROKE® Equipment Petrol,880XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/347011_880xxx.png'],['<p>EuroFuel 4-Takt Engine Fuel is a clean 4-stroke fuel which is used in the forest sector and the garden area and provides healthy workplace and clean environment.</p>'],[],"[{'sku': '880020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/318762_880020.png', 'name': '20 L'}, {'sku': '880200', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/32784_880200.png', 'name': '200 L'}]"
https://eurolub.com/en/oelbinder-plus-feinkorn-p4419/,Oil Absorbent PLUS (Fine Grain),814XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/176385_814xxx.png'],"['<p>Absorbs liquids of all kinds on any type of solid surface. Even if fully saturated, the absorbing pellets ensure that the surface will remain perfectly skid-proof.</p>']",[],"[{'sku': '814020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/7988_814020.png', 'name': '20 KG'}]"
https://eurolub.com/en/oelbinder-universal-grobkorn-p4401/,Oil Absorbent UNIVERSAL (Coarse Grain),804XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/672087_804xxx.png'],"['<p>Absorbs liquids of all kinds on any type of solid surface. Even if fully saturated, the absorbing pellets ensure that the surface will remain perfectly skid-proof.</p>']",[],"[{'sku': '804020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/780817_804020.png', 'name': '20 KG'}]"
https://eurolub.com/en/oelfleckentferner-p4422/,Oil Stain Remover,815XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/961035_815xxx.png'],[],[],"[{'sku': '815005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/42108_815500.png', 'name': '5 L'}, {'sku': '815500', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/156525_815500.png', 'name': '500 ml'}]"
https://eurolub.com/en/adbluec2ae-p4488/,ADBLUE - Diesel Exhaust Fluid (DEF),845XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/554443_845xxx.png'],['<p>For exhaust post-treatment of diesel engines with SCR technology.</p>'],['<li>ISO 22241</li>'],"[{'sku': '845005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/959105_845005.png', 'name': '5 L'}, {'sku': '845010', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/707238_845010.png', 'name': '10 L'}, {'sku': '845020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/70085_845020.png', 'name': '20 L'}, {'sku': '845060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/549609_845060.png', 'name': '60 L'}, {'sku': '845208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/209786_845208.png', 'name': '208 L'}, {'sku': '845100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/224895_211100.png', 'name': '1000 Liter'}]"
https://eurolub.com/en/eap-510-scr-anti-crystal-for-adblue-250-ml-p4629/,EAP 510 SCR Anti-Crystal for AdBlue - 250 ml,5701,['https://eurolub.com/userdata/dcshop/images/thumb_3/683915_005701.png'],['<p>Highly effective solution to preventncrystallization of AdBlue®.</p>'],[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/eap-1112b-engine-and-transmission-flush-300-ml-p3561/,EAP 111+ Engine and Transmission Flush - 300 ml,5564,['https://eurolub.com/userdata/dcshop/images/thumb_3/253317_005564.png'],['<p>High performance cleaner for all petrol and diesel engines as well as for manual transmissions and differentials.</p>'],[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/eap-220-fuel-injection-system-cleaner-300-ml-p3544/,EAP 220 Fuel & Injection System Cleaner - 300 ml,3737,['https://eurolub.com/userdata/dcshop/images/thumb_3/490306_003737.jpg'],['<p>For optimal cleanliness of the entire fuel system. For 2- and 4-stroke petrol engines. Decomposes existing residues and prevents new formation. Improves engine performance and increases compression. (Suitable for catalytic converters).</p>'],[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/eap-330-diesel-system-cleaner-300-ml-p3563/,EAP 330 Diesel-System Cleaner 300 ml,5584,['https://eurolub.com/userdata/dcshop/images/thumb_3/486359_005584.png'],['<p>EAP 330 DIESELSYSTEMREINIGER has specifically been developed for all high pressure direct injection diesel engines with common rail or pump injector. This high technology product is designed to meet the exacting standards of latest diesel systems and</p>'],[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/eap-310-dpf-protection-cleaner-300-ml-p3559/,EAP 310 DPF Protection & Cleaner - 300 ml,5540,['https://eurolub.com/userdata/dcshop/images/thumb_3/677539_005540.png'],"['<p>Highly effective additive for soot reduction in all diesel engines (also without DPF). Especially for increased short-distance driving, in city traffic or with high stress. Improves combustion, cleans injectors and valves.</p>']",[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/eap-141-ceramic-engine-protection-300-ml-p4628/,EAP 141 Ceramic Engine Protection - 300 ml,5614,['https://eurolub.com/userdata/dcshop/images/thumb_3/421430_005614.png'],"['<p>EAP 141 MOTORINNENSCHUTZ creates a highly active nano barrier in the oil which protects all the internal surfaces of engines and equipment such as oil system, manual gearboxes and differentials. Seals, o-rings and shaft seals are kept supple. Improve</p>']",[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/eap-120-oil-leak-stop-300-ml-p3558/,EAP 120 Oil Leak Stop - 300 ml,5533,['https://eurolub.com/userdata/dcshop/images/thumb_3/54207_005533.png'],"['<p>Reduces oil consumption by sealing smaller leaks in plastic and rubber seals. For use between oil changes, for all gasoline and diesel engines.</p>']",[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/eap-140-engine-protection-300-ml-p3562/,EAP 140 Engine Protection - 300 ml,5571,['https://eurolub.com/userdata/dcshop/images/thumb_3/37524_005571.png'],"['<p>EAP 140 MOTORINNENSCHUTZ creates a highly active nano barrier in the oil which protects all the internal surfaces of engines and equipment such as oil system, manual gearboxes and differentials. Seals, o-rings and shaft seals are kept supple. Improve</p>']",[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/eap-210-octane-boost-300-ml-p3557/,EAP 210 Octane Boost - 300 ml,5526,['https://eurolub.com/userdata/dcshop/images/thumb_3/915668_005526.png'],"['<p>Gasoline additive for stabilizing and improving the octane number. Reduces ringing, knocking and after-running, especially on older and stressed engines. Improves cold start behavior and prevents ""after-diesel"". Suitable for all petrol engines.</p>']",[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/bremsenreiniger-p3619/,Brake Cleaner,1001267X,['https://eurolub.com/userdata/dcshop/images/thumb_3/515551_1001267x.png'],"['<p>Due to its balanced combination of special solvents, the product has excellent cleaning and degreasing properties and is suitable due to its high rate of evaporation for timesaving cleaning and degreasing of all brake and clutch parts. Also developed</p>']",[],"[{'sku': '10012672', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/599670_10012672.png', 'name': '5 L'}, {'sku': '10012678', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/896026_10012678.png', 'name': '20 L'}, {'sku': '10012674', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/296232_10012674.png', 'name': '60 L'}, {'sku': '003799', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/170327_003799.png', 'name': '600 ml'}]"
https://eurolub.com/en/motorkaltreiniger-p3537,Cold Engine Cleaner,0022XX,['https://eurolub.com/userdata/dcshop/images/thumb_3/524824_22xx.png'],"['<p>Highly active, water-miscible cleaner for engines, machines and tools. Removes oil and grease stains.</p>']",[],"[{'sku': '002280', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/46207_002280.png', 'name': '1 L'}, {'sku': '002273', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/524805_002273.png', 'name': '5 L'}]"
https://eurolub.com/en/mos2-lubricating-and-penetrating-oil-400-ml-p3534/,MOS2 LUBRICATING AND PENETRATING OIL- 400 ml,2235,['https://eurolub.com/userdata/dcshop/images/thumb_3/182814_002235.png'],"['<p>Water displacing spray oil to facilitate of solving stuck, corroded connections; contact spray for the ignition system.</p>']",[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/chain-spray-400-ml-p3543/,CHAIN SPRAY - 400 ml,3720,['https://eurolub.com/userdata/dcshop/images/thumb_3/731055_003720.png'],"['<p>For motorcycles, bicycles, mopeds. Lubrication of X- and O-ring chains, industrial chains, wire ropes, open gears, etc. Lubricates, protects, preserves.</p>']",[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/super-rust-remover-400-ml-p3522/,SUPER RUST REMOVER - 400 ml,422,['https://eurolub.com/userdata/dcshop/images/thumb_3/780961_000422.png'],"['<p>Especially applicable where screws, nuts, bolts, cotter pins or other moving parts are stubbornly seized in rust.</p>']",[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/engine-impregnation-1-l-p3525/,ENGINE IMPREGNATION - 1 L,569,['https://eurolub.com/userdata/dcshop/images/thumb_3/222221_000569.png'],"['<p>Protects engine block, engine hood, engine compartment as well as rabbets and door edges from rust. Dirty door rails on the car can be cleaned easily without water.</p>']",[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/klar-sicht-1-10-sommer-p4426/,Clear Vision 1:10 Summer,817XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/588119_817xxx.png'],['<p>Window cleaning concentrate. Removes grease and silicone films from the windscreen. Suitable for fan jet nozzles and plastic headlight covers. Mixing ratio 1:10.</p>'],[],"[{'sku': '001955', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/931174_001955.png', 'name': '1 L'}, {'sku': '817005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/372255_817005.png', 'name': '5 L'}, {'sku': '001108', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/753437_001108.png', 'name': '25 L'}, {'sku': '002198', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/816322_002198.png', 'name': '60 L'}, {'sku': '817208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/515076_817208.png', 'name': '208 L'}]"
https://eurolub.com/en/werkstatt-fussbodenreiniger-p3576/,Workshop Floor Cleaner,00XXXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/623161_00xxxx.png'],"['<p>Cleans oil-contaminated workshop floors. Solvent free, sprayable, highly concentrated. Application quantity 0.5 - 1.0 %.</p>']",[],"[{'sku': '005991', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/201004_005991.png', 'name': '5 L'}, {'sku': '002990', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/745766_002990.png', 'name': '30 L'}]"
https://eurolub.com/en/hand-wash-paste-wasch-star-10-l-p3575/,HAND WASH PASTE WASCH-STAR - 10 L,8466,['https://eurolub.com/userdata/dcshop/images/thumb_3/361425_008466.png'],['<p>Pore-deeply cleansing hand washing paste with refatting components for the protection and care of the skin. Dermatologically tested.</p>'],[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/foam-cleaner-for-glass-and-upholstery-500-ml-p3531/,FOAM CLEANER FOR GLASS AND UPHOLSTERY - 500 ml,1283,['https://eurolub.com/userdata/dcshop/images/thumb_3/489852_001283.png'],"['<p>For glass, all smooth surfaces and color-fast textiles, e.g. upholstery, canopies, interior door panels, etc.</p>']",[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/klar-sicht-rtu-sommer-p4428/,Clear Vision RTU Summer,818XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/175108_818xxx.png'],"['<p>Klar Sicht Sommer RTU completely removes insect debris from the windshield and dissolves dirt deposits such as oils, greases, spray waxes and silicones.nIt ensures streak-free windows, is glare-free and thus increases your driving safety.</p>']",[],"[{'sku': '818005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/964411_818005.png', 'name': '5 L'}]"
https://eurolub.com/en/eurowipes-cleansing-wipes-80-wipes-p4630/,EUROWIPES CLEANSING WIPES 80 WIPES,117000,['https://eurolub.com/userdata/dcshop/images/thumb_3/529468_117000.png'],['<p>Cleansing wipes for thorough removal of dirt.</p>'],[],"[{'sku': '', 'image': '', 'name': ''}]"
https://eurolub.com/en/autoshampoo-p3528/,AUTOSHAMPOO,000XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/277226_000xxx.png'],['<p>Concentrated car shampoo for brush car washes and hand wash. Keeps the brushes clean. The contained surfactants are biodegradable. Application quantity 0.1 - 0.4 %.</p>'],[],"[{'sku': '000514', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/601704_000514.png', 'name': '5 L'}, {'sku': '000309', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/28736_000309.png', 'name': '30 L'}]"
https://eurolub.com/en/destilliertes-wasser-p4435/,Distilled Water,819XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/994438_819xxx.png'],['<p>Distilled water was demineralized by reverse osmosis and is therefore free of solutes and is suitable for all applications where pure water is needed suitable.</p>'],[],"[{'sku': '819002', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/832339_819002.png', 'name': '2 L'}, {'sku': '819005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/103164_819005.png', 'name': '5 L'}, {'sku': '819025', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/336136_819025.png', 'name': '25 L'}, {'sku': '819060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/721651_819060.png', 'name': '60 L'}, {'sku': '819208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/859540_819208.png', 'name': '208 L'}]"
https://eurolub.com/en/nitroverduennung-p3621/,Nitro Thinner,100126XXN,['https://eurolub.com/userdata/dcshop/images/thumb_3/733759_100126xxn.png'],[],[],"[{'sku': '10012617', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/965185_10012617.png', 'name': '1 L'}, {'sku': '10012619', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/601705_10012619.png', 'name': '6 L'}, {'sku': '10012620', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/126620_10012620.png', 'name': '30 L'}, {'sku': '10012623', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/405858_10012623.png', 'name': '60 L'}, {'sku': '10012625', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/777438_10012625.png', 'name': '200 L'}]"
https://eurolub.com/en/universalverduennung-p3622/,Universal Dilution,100126XXU,['https://eurolub.com/userdata/dcshop/images/thumb_3/248589_10012626.png'],[],[],"[{'sku': '10012626', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/748141_10012626.png', 'name': '1 L'}, {'sku': '10012628', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/385056_10012628.png', 'name': '6 L'}, {'sku': '10012631', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/635436_10012631.png', 'name': '30 L'}, {'sku': '10012633', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/703153_10012633.png', 'name': '60 L'}, {'sku': '10012635', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/90337_10012635.png', 'name': '200 L'}]"
https://eurolub.com/en/kuehlerschutz-d-65-p4459/,Engine Coolant D-65,835XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/792102_835xxx.png'],['<p>Coolant that protects the cooling system by employing organic acid technology in cominbation with silicate.</p>'],"['<li>VW TL 774 Ausf. L</li>', '<li>BMW LC-18</li>', '<li>CUNA NC 956-16</li>', '<li>ASTM D3306</li>', '<li>ASTM D4985</li>', '<li>ASTM D6210</li>', '<li>BS 6580</li>', '<li>JIS K 2234:2006</li>', '<li>SAE J 1034</li>', '<li>DEUTZ CC-14</li>', '<li>*Die gesamte Verwendbarkeit im Datenblatt</li>']","[{'sku': '835015', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/144424_835015.png', 'name': '1,5 L'}, {'sku': '835005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/459048_835005.png', 'name': '5 L'}, {'sku': '835020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/36139_835020.png', 'name': '20 L'}, {'sku': '835060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/856611_835060.png', 'name': '60 L'}, {'sku': '835208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/673803_835208.png', 'name': '208 L'}, {'sku': '835100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/82120_835100.png', 'name': '1000 L'}]"
https://eurolub.com/en/kuehlerschutz-d-48-extra-p4466/,Engine Coolant D-48 EXTRA,836XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/23673_836xxx.png'],[],"['<li>VW TL 774 Ausf. C</li>', '<li>DTFR 29C100 (325.0)</li>', '<li>MAN 324 Typ NF</li>', '<li>MAN 324 Typ NF Pritarder</li>', '<li>BMW LC-87</li>', '<li>Jenbacher TA-Nr. 1000-0201</li>', '<li>Liebherr Minimum LH-00-COL3A</li>', '<li>B 040 0240</li>', '<li>MTU MTL 5048</li>', '<li>Saab 6901599</li>', '<li>AS 2108</li>', '<li>AFNOR NFR 15-601</li>', '<li>ASTM D3306</li>', '<li>ASTM D4985</li>', '<li>BS 6580</li>', '<li>Jenbacher TA-Nr. 1000-0200</li>', '<li>SAE J 1034</li>']","[{'sku': '836015', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/118734_836015.png', 'name': '1,5 L'}, {'sku': '836005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/726506_836005.png', 'name': '5 L'}, {'sku': '836020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/526322_836020.png', 'name': '20 L'}, {'sku': '836060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/171545_836060.png', 'name': '60 L'}, {'sku': '836208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/360296_836208.png', 'name': '208 L'}, {'sku': '836100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/542479_836100.png', 'name': '1000 L'}]"
