title,overview,caliper,disc,material,included,price,disc_type,option,variant_sku,sku_c,image,cell
GT-1H-.8009A (GT SYSTEMS),"['Product Description', '<p>(F) 4-Piston Calipers | 355x32mm (14"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast 2-Piece Radial Mount', 'Caliper Piston Configuration', '4-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '355mm', 'Disc Width (Measurement)', '32mm', 'Disc Air Gap (Measurement)', '16mm', 'Disc Annulus (Measurement)', '54mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating D-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '76.4 | 62.1']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$3,995.00 USD",Cross Drilled,Silver, 1H1.8009A3 ,1H1.8009A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-b-h-caliper-4-piston-2-piece-332-355-380mm-drilled-silver-med.jpg,https://racetechnologies.com/products/brakekits/gt-1h-8009a-0
GT-1H-.8009A (GT SYSTEMS),"['Product Description', '<p>(F) 4-Piston Calipers | 355x32mm (14"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast 2-Piece Radial Mount', 'Caliper Piston Configuration', '4-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '355mm', 'Disc Width (Measurement)', '32mm', 'Disc Air Gap (Measurement)', '16mm', 'Disc Annulus (Measurement)', '54mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating D-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '76.4 | 62.1']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$3,995.00 USD",TY1,Red, 1H2.8009A2 ,1H2.8009A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-b-h-caliper-4-piston-2-piece-332-355-380mm-slotted-type-1-red-med.jpg,https://racetechnologies.com/products/brakekits/gt-1h-8009a-0
GT-1H-.8009A (GT SYSTEMS),"['Product Description', '<p>(F) 4-Piston Calipers | 355x32mm (14"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast 2-Piece Radial Mount', 'Caliper Piston Configuration', '4-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '355mm', 'Disc Width (Measurement)', '32mm', 'Disc Air Gap (Measurement)', '16mm', 'Disc Annulus (Measurement)', '54mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating D-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '76.4 | 62.1']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$3,995.00 USD",TY1,Black, 1H2.8009A1 ,1H2.8009A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-b-h-caliper-4-piston-2-piece-332-355-380mm-slotted-type-1-black-med.jpg,https://racetechnologies.com/products/brakekits/gt-1h-8009a-0
GT-1H-.8009A (GT SYSTEMS),"['Product Description', '<p>(F) 4-Piston Calipers | 355x32mm (14"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast 2-Piece Radial Mount', 'Caliper Piston Configuration', '4-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '355mm', 'Disc Width (Measurement)', '32mm', 'Disc Air Gap (Measurement)', '16mm', 'Disc Annulus (Measurement)', '54mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating D-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '76.4 | 62.1']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$3,995.00 USD",TY1,Silver, 1H2.8009A3 ,1H2.8009A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-b-h-caliper-4-piston-2-piece-332-355-380mm-slotted-type-1-silver-med.jpg,https://racetechnologies.com/products/brakekits/gt-1h-8009a-0
GT-1H-.8009A (GT SYSTEMS),"['Product Description', '<p>(F) 4-Piston Calipers | 355x32mm (14"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast 2-Piece Radial Mount', 'Caliper Piston Configuration', '4-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '355mm', 'Disc Width (Measurement)', '32mm', 'Disc Air Gap (Measurement)', '16mm', 'Disc Annulus (Measurement)', '54mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating D-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '76.4 | 62.1']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$3,995.00 USD",TY3,Red, 1H3.8009A2 ,1H3.8009A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-b-h-caliper-4-piston-2-piece-332-355-380mm-slotted-type-3-red-med.jpg,https://racetechnologies.com/products/brakekits/gt-1h-8009a-0
GT-1H-.8009A (GT SYSTEMS),"['Product Description', '<p>(F) 4-Piston Calipers | 355x32mm (14"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast 2-Piece Radial Mount', 'Caliper Piston Configuration', '4-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '355mm', 'Disc Width (Measurement)', '32mm', 'Disc Air Gap (Measurement)', '16mm', 'Disc Annulus (Measurement)', '54mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating D-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '76.4 | 62.1']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$3,995.00 USD",TY3,Black, 1H3.8009A1 ,1H3.8009A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-b-h-caliper-4-piston-2-piece-332-355-380mm-slotted-type-3-black-med.jpg,https://racetechnologies.com/products/brakekits/gt-1h-8009a-0
GT-1H-.8009A (GT SYSTEMS),"['Product Description', '<p>(F) 4-Piston Calipers | 355x32mm (14"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast 2-Piece Radial Mount', 'Caliper Piston Configuration', '4-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '355mm', 'Disc Width (Measurement)', '32mm', 'Disc Air Gap (Measurement)', '16mm', 'Disc Annulus (Measurement)', '54mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating D-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '76.4 | 62.1']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$3,995.00 USD",TY3,Silver, 1H3.8009A3 ,1H3.8009A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-b-h-caliper-4-piston-2-piece-332-355-380mm-slotted-type-3-silver-med.jpg,https://racetechnologies.com/products/brakekits/gt-1h-8009a-0
GT-1C-.6002A (GT SYSTEMS),"['Product Description', '<p>(F) 4-Piston Calipers | 328x28mm (12.9"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast 2-Piece Radial Mount', 'Caliper Piston Configuration', '4-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '328mm', 'Disc Width (Measurement)', '28mm', 'Disc Air Gap (Measurement)', '17mm', 'Disc Annulus (Measurement)', '54mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating D-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '48.2 | 53.6']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$3,395.00 USD",Cross Drilled,Red, 1C1.6002A2 ,1C1.6002A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-c-caliper-4-piston-2-piece-320mm-drilled-red-med.jpg,https://racetechnologies.com/products/brakekits/gt-1c-6002a-0
GT-1C-.6002A (GT SYSTEMS),"['Product Description', '<p>(F) 4-Piston Calipers | 328x28mm (12.9"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast 2-Piece Radial Mount', 'Caliper Piston Configuration', '4-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '328mm', 'Disc Width (Measurement)', '28mm', 'Disc Air Gap (Measurement)', '17mm', 'Disc Annulus (Measurement)', '54mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating D-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '48.2 | 53.6']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$3,395.00 USD",Cross Drilled,Black, 1C1.6002A1 ,1C1.6002A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-c-caliper-4-piston-2-piece-320mm-drilled-black-med.jpg,https://racetechnologies.com/products/brakekits/gt-1c-6002a-0
GT-1C-.6002A (GT SYSTEMS),"['Product Description', '<p>(F) 4-Piston Calipers | 328x28mm (12.9"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast 2-Piece Radial Mount', 'Caliper Piston Configuration', '4-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '328mm', 'Disc Width (Measurement)', '28mm', 'Disc Air Gap (Measurement)', '17mm', 'Disc Annulus (Measurement)', '54mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating D-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '48.2 | 53.6']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$3,395.00 USD",Cross Drilled,Silver, 1C1.6002A3 ,1C1.6002A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-c-caliper-4-piston-2-piece-320mm-drilled-silver-med.jpg,https://racetechnologies.com/products/brakekits/gt-1c-6002a-0
GT-1C-.6002A (GT SYSTEMS),"['Product Description', '<p>(F) 4-Piston Calipers | 328x28mm (12.9"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast 2-Piece Radial Mount', 'Caliper Piston Configuration', '4-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '328mm', 'Disc Width (Measurement)', '28mm', 'Disc Air Gap (Measurement)', '17mm', 'Disc Annulus (Measurement)', '54mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating D-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '48.2 | 53.6']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$3,395.00 USD",TY1,Red, 1C2.6002A2 ,1C2.6002A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-c-caliper-4-piston-2-piece-320mm-slotted-type-1-red-med.jpg,https://racetechnologies.com/products/brakekits/gt-1c-6002a-0
GT-1C-.6002A (GT SYSTEMS),"['Product Description', '<p>(F) 4-Piston Calipers | 328x28mm (12.9"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast 2-Piece Radial Mount', 'Caliper Piston Configuration', '4-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '328mm', 'Disc Width (Measurement)', '28mm', 'Disc Air Gap (Measurement)', '17mm', 'Disc Annulus (Measurement)', '54mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating D-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '48.2 | 53.6']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$3,395.00 USD",TY1,Black, 1C2.6002A1 ,1C2.6002A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-c-caliper-4-piston-2-piece-320mm-slotted-type-1-black-med.jpg,https://racetechnologies.com/products/brakekits/gt-1c-6002a-0
GT-1C-.6002A (GT SYSTEMS),"['Product Description', '<p>(F) 4-Piston Calipers | 328x28mm (12.9"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast 2-Piece Radial Mount', 'Caliper Piston Configuration', '4-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '328mm', 'Disc Width (Measurement)', '28mm', 'Disc Air Gap (Measurement)', '17mm', 'Disc Annulus (Measurement)', '54mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating D-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '48.2 | 53.6']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$3,395.00 USD",TY1,Silver, 1C2.6002A3 ,1C2.6002A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-c-caliper-4-piston-2-piece-320mm-slotted-type-1-silver-med.jpg,https://racetechnologies.com/products/brakekits/gt-1c-6002a-0
GT-1N-.9015A (GT SYSTEMS),"['Product Description', '<p>(F) 6-Piston Monobloc Calipers | 380x34mm (15"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast Monobloc Radial Mount', 'Caliper Piston Configuration', '6-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '380mm', 'Disc Width (Measurement)', '34mm', 'Disc Air Gap (Measurement)', '14mm', 'Disc Annulus (Measurement)', '62mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating H-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '107.3 | 95.4']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$4,895.00 USD",Cross Drilled,Red, 1N1.9015A2 ,1N1.9015A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-n-caliper-6-piston-2-piece-365-380mm-drilled-red-med.jpg,https://racetechnologies.com/products/brakekits/gt-1n-9015a-0
GT-1N-.9015A (GT SYSTEMS),"['Product Description', '<p>(F) 6-Piston Monobloc Calipers | 380x34mm (15"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast Monobloc Radial Mount', 'Caliper Piston Configuration', '6-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '380mm', 'Disc Width (Measurement)', '34mm', 'Disc Air Gap (Measurement)', '14mm', 'Disc Annulus (Measurement)', '62mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating H-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '107.3 | 95.4']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$4,895.00 USD",Cross Drilled,Black, 1N1.9015A1 ,1N1.9015A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-n-caliper-6-piston-2-piece-365-380mm-drilled-black-med.jpg,https://racetechnologies.com/products/brakekits/gt-1n-9015a-0
GT-1N-.9015A (GT SYSTEMS),"['Product Description', '<p>(F) 6-Piston Monobloc Calipers | 380x34mm (15"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast Monobloc Radial Mount', 'Caliper Piston Configuration', '6-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '380mm', 'Disc Width (Measurement)', '34mm', 'Disc Air Gap (Measurement)', '14mm', 'Disc Annulus (Measurement)', '62mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating H-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '107.3 | 95.4']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$4,895.00 USD",Cross Drilled,Silver, 1N1.9015A3 ,1N1.9015A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-n-caliper-6-piston-2-piece-365-380mm-drilled-silver-med.jpg,https://racetechnologies.com/products/brakekits/gt-1n-9015a-0
GT-1N-.9015A (GT SYSTEMS),"['Product Description', '<p>(F) 6-Piston Monobloc Calipers | 380x34mm (15"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast Monobloc Radial Mount', 'Caliper Piston Configuration', '6-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '380mm', 'Disc Width (Measurement)', '34mm', 'Disc Air Gap (Measurement)', '14mm', 'Disc Annulus (Measurement)', '62mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating H-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '107.3 | 95.4']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$4,895.00 USD",Cross Drilled,Yellow, 1N1.9015A5 ,1N1.9015A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-n-caliper-6-piston-2-piece-365-380mm-drilled-yellow-med.jpg,https://racetechnologies.com/products/brakekits/gt-1n-9015a-0
GT-1N-.9015A (GT SYSTEMS),"['Product Description', '<p>(F) 6-Piston Monobloc Calipers | 380x34mm (15"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast Monobloc Radial Mount', 'Caliper Piston Configuration', '6-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '380mm', 'Disc Width (Measurement)', '34mm', 'Disc Air Gap (Measurement)', '14mm', 'Disc Annulus (Measurement)', '62mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating H-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '107.3 | 95.4']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$4,895.00 USD",TY1,Red, 1N2.9015A2 ,1N2.9015A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-n-caliper-6-piston-2-piece-365-380mm-slotted-type-1-red-med.jpg,https://racetechnologies.com/products/brakekits/gt-1n-9015a-0
GT-1N-.9015A (GT SYSTEMS),"['Product Description', '<p>(F) 6-Piston Monobloc Calipers | 380x34mm (15"") 2-Piece Discs | Complete Axle Set | Pre-Assembled | All Necessary Hardware Included</p>', 'Front or Rear System Shown', 'Front']","['Caliper Body', 'Cast Monobloc Radial Mount', 'Caliper Piston Configuration', '6-Piston', 'Caliper Piston Design And Insert Type', 'Inner Pressure Seal / OEM Approved Dust Boot']","['Disc Material/Finish', 'Advanced High Carbon Alloy / Corrosion Resistant Plating', 'Disc Diameter', '380mm', 'Disc Width (Measurement)', '34mm', 'Disc Air Gap (Measurement)', '14mm', 'Disc Annulus (Measurement)', '62mm', 'Disc Construction', '2-Piece Disc Assembly', 'Disc Vane Design (Measurement)', 'Vented Curved 48 Vane', 'Disc To Hat Mounting System', 'Floating H-Bobbin with Anti Rattle Spring']","['Pad Compound', 'Brembo High Performance FM1000', 'Pad Volume / Surface Area', '107.3 | 95.4']","['Brake Lines', 'Proprietary Brembo Stainless Steel Braided Brake Lines by Goodridge', 'Mounting Hardware', 'Brembo Engineered CNC Billet Caliper Adapters - All Necessary Hardware Included For Ease of Installation']","$4,895.00 USD",TY1,Black, 1N2.9015A1 ,1N2.9015A,https://racetechnologies.com/sites/default/files/content/images/brakekits/brembo-n-caliper-6-piston-2-piece-365-380mm-slotted-type-1-black-med.jpg,https://racetechnologies.com/products/brakekits/gt-1n-9015a-0
